data_number,chemical_formula,tc_kelvin,quality_tier,quality_score,quality_badges
6628,Y0.8Pr0.15Ca0.05Ba2Cu3O6.82,80.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6630,Y0.95Pr0.05Ba2Cu3O6.96,89.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
6631,Y0.9Pr0.1Ba2Cu3O6.97,88.1,tier1_strict,5,"Tier1, StableFormula, HighTc"
6632,Y0.85Pr0.15Ba2Cu3O6.97,81.8,tier1_strict,5,"Tier1, StableFormula, HighTc"
6633,Y0.8Pr0.2Ba2Cu3O6.96,72.35,tier1_strict,4,"Tier1, StableFormula"
6634,Y0.7Pr0.3Ba2Cu3O6.97,59.3,tier1_strict,4,"Tier1, StableFormula"
6635,Y0.6Pr0.4Ba2Cu3O6.98,44.1,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
6636,Y0.5Pr0.5Ba2Cu3O6.95,20.45,tier1_strict,4,"Tier1, StableFormula"
6637,Y0.47Pr0.53Ba2Cu3O6.96,13.5,tier1_strict,4,"Tier1, StableFormula"
6638,Y0.44Pr0.56Ba2Cu3O6.93,2.1,tier1_strict,4,"Tier1, StableFormula"
6643,Y0.9Pr0.1Ba2Cu3O6.98,85.9,tier1_strict,5,"Tier1, StableFormula, HighTc"
6644,Y0.85Pr0.15Ba2Cu3O6.98,79.2,tier1_strict,5,"Tier1, StableFormula, HighTc"
6645,Y0.8Pr0.2Ba2Cu3O6.98,72.6,tier1_strict,4,"Tier1, StableFormula"
6646,Y0.7Pr0.3Ba2Cu3O6.98,57.4,tier1_strict,4,"Tier1, StableFormula"
6648,Y0.55Pr0.45Ba2Cu3O6.98,33.6,tier1_strict,4,"Tier1, StableFormula"
6649,Y0.5Pr0.5Ba2Cu3O6.98,21.9,tier1_strict,4,"Tier1, StableFormula"
6650,Y0.45Pr0.55Ba2Cu3O6.98,10.1,tier1_strict,4,"Tier1, StableFormula"
6653,Y0.9Pr0.1Ba2Cu3O6.8,65.6,tier1_strict,4,"Tier1, StableFormula"
6654,Y0.85Pr0.15Ba2Cu3O6.8,59.0,tier1_strict,4,"Tier1, StableFormula"
6655,Y0.8Pr0.2Ba2Cu3O6.8,56.1,tier1_strict,4,"Tier1, StableFormula"
6656,Y0.6Pr0.4Ba2Cu3O6.8,33.9,tier1_strict,4,"Tier1, StableFormula"
6657,Y0.55Pr0.45Ba2Cu3O6.8,23.5,tier1_strict,4,"Tier1, StableFormula"
6660,Y0.9Pr0.1Ba2Cu3O6.65,56.1,tier1_strict,4,"Tier1, StableFormula"
6661,Y0.85Pr0.15Ba2Cu3O6.65,52.9,tier1_strict,4,"Tier1, StableFormula"
6662,Y0.8Pr0.2Ba2Cu3O6.65,51.7,tier1_strict,4,"Tier1, StableFormula"
6663,Y0.7Pr0.3Ba2Cu3O6.65,46.0,tier1_strict,4,"Tier1, StableFormula"
6664,Y0.6Pr0.4Ba2Cu3O6.65,38.0,tier1_strict,4,"Tier1, StableFormula"
6665,Y0.55Pr0.45Ba2Cu3O6.65,30.7,tier1_strict,4,"Tier1, StableFormula"
6666,Y0.5Pr0.5Ba2Cu3O6.65,18.7,tier1_strict,4,"Tier1, StableFormula"
6669,Y0.9Pr0.1Ba2Cu3O6.5,29.9,tier1_strict,4,"Tier1, StableFormula"
6670,Y0.85Pr0.15Ba2Cu3O6.5,35.8,tier1_strict,4,"Tier1, StableFormula"
6671,Y0.8Pr0.2Ba2Cu3O6.5,22.5,tier1_strict,4,"Tier1, StableFormula"
6672,Y0.7Pr0.3Ba2Cu3O6.5,27.2,tier1_strict,4,"Tier1, StableFormula"
6673,Y0.6Pr0.4Ba2Cu3O6.5,14.9,tier1_strict,4,"Tier1, StableFormula"
6675,Nd1Ba2Cu3O6.85,67.4,tier1_strict,4,"Tier1, StableFormula"
6676,Nd0.95Pr0.05Ba2Cu3O6.85,57.2,tier1_strict,4,"Tier1, StableFormula"
6677,Nd0.9Pr0.1Ba2Cu3O6.85,48.3,tier1_strict,4,"Tier1, StableFormula"
6678,Nd0.85Pr0.15Ba2Cu3O6.85,41.3,tier1_strict,4,"Tier1, StableFormula"
6679,Nd0.8Pr0.2Ba2Cu3O6.85,30.2,tier1_strict,4,"Tier1, StableFormula"
6680,Nd0.75Pr0.25Ba2Cu3O6.85,9.2,tier1_strict,4,"Tier1, StableFormula"
6682,Nd1Ba2Cu3O6.75,52.8,tier1_strict,4,"Tier1, StableFormula"
6683,Nd0.95Pr0.05Ba2Cu3O6.75,45.8,tier1_strict,4,"Tier1, StableFormula"
6684,Nd0.9Pr0.1Ba2Cu3O6.75,35.9,tier1_strict,4,"Tier1, StableFormula"
6685,Nd0.85Pr0.15Ba2Cu3O6.75,21.6,tier1_strict,4,"Tier1, StableFormula"
6686,Nd0.8Pr0.2Ba2Cu3O6.75,9.8,tier1_strict,4,"Tier1, StableFormula"
6688,Nd1Ba2Cu3O6.65,34.3,tier1_strict,4,"Tier1, StableFormula"
6689,Nd0.95Pr0.05Ba2Cu3O6.65,26.7,tier1_strict,4,"Tier1, StableFormula"
6690,Nd0.9Pr0.1Ba2Cu3O6.65,16.8,tier1_strict,4,"Tier1, StableFormula"
6692,Nd1Ba2Cu3O6.6,14.0,tier1_strict,4,"Tier1, StableFormula"
6693,Nd0.95Pr0.05Ba2Cu3O6.6,4.1,tier1_strict,4,"Tier1, StableFormula"
6695,Ru1Sr2Gd1.5Ce0.5Cu2Oz,14.0,tier1_strict,4,"Tier1, StableFormula"
6696,Ru1Sr2Gd1.4Ce0.6Cu2Oz,28.33333333333333,tier1_strict,4,"Tier1, StableFormula"
6697,Ru1Sr2Gd1.3Ce0.7Cu2Oz,22.0,tier1_strict,4,"Tier1, StableFormula"
6707,Cu0.8C0.2Ba2Ca3Cu4Oz,115.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
6708,Cu0.9C0.1Ba2Ca3Cu4Oz,117.2,tier1_strict,5,"Tier1, StableFormula, HighTc"
6709,Cu5Ba2Ca3Oz,118.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6710,Tl2Ba5Cu4Oz,92.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6717,Ca2Sr2Cu3Ga1O9,73.0,tier1_strict,4,"Tier1, StableFormula"
6723,Y1Sr2Cu2.85Re0.15O6.95,43.1,tier1_strict,4,"Tier1, StableFormula"
6724,Y0.8Pr0.2Sr2Cu2.85Re0.15O7,39.1,tier1_strict,4,"Tier1, StableFormula"
6725,Y0.6Pr0.4Cu2.85Re0.15O7,33.9,tier1_strict,4,"Tier1, StableFormula"
6726,Y0.5Pr0.5Sr2Cu2.85Re0.15O7,26.2,tier1_strict,4,"Tier1, StableFormula"
6727,Y0.4Pr0.6Sr2Cu2.85Re0.15O6.8,20.2,tier1_strict,4,"Tier1, StableFormula"
6728,Y0.3Pr0.7Sr2Cu2.85Re0.15O7,15.8,tier1_strict,4,"Tier1, StableFormula"
6745,Er1Ba2Cu3O6.94,91.5,tier2_standard,6,"Tier2, StableFormula, ReliableMeasurement, HighTc"
6746,Er1Ba2Cu2.94Co0.06O6.8,73.0,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
6747,Er1Ba2Cu2.88Co0.12O6.78,46.0,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
6748,Er1Ba2Cu2.28Co0.18O6.74,34.0,tier1_strict,4,"Tier1, StableFormula"
6749,Er1Ba2Cu2.76Co0.24O6.75,31.0,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
6750,Er0.94Ca0.06Ba2Cu2.82Co0.18O6.76,64.0,tier1_strict,4,"Tier1, StableFormula"
6751,Er0.88Ca0.12Ba2Cu2.82Co0.18O6.93,77.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
6752,Er0.82Ca0.18Ba2Cu2.82Co0.18O6.71,84.5,tier2_standard,6,"Tier2, StableFormula, ReliableMeasurement, HighTc"
6760,Hg0.9Au0.1Ba2Ca2Cu3Oz,133.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6761,Hg0.8Au0.2Ba2Ca2Cu3Oz,130.9,tier1_strict,5,"Tier1, StableFormula, HighTc"
6762,Hg0.7Au0.3Ba2Ca2Cu3Oz,121.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6763,Hg0.6Au0.4Ba2Ca2Cu3Oz,118.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6764,Hg0.5Au0.5Ba2Ca2Cu3Oz,100.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6765,Hg0.4Au0.6Ba2Ca2Cu3Oz,100.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6773,Tl1Sr2Ca1Cu2O6.76,21.0,tier1_strict,4,"Tier1, StableFormula"
6774,Tl1Sr2Ca1Cu2O6.75,37.0,tier1_strict,4,"Tier1, StableFormula"
6775,Tl1Sr2Ca1Cu2O6.74,43.0,tier1_strict,4,"Tier1, StableFormula"
6776,Tl1Sr2Ca1Cu2O6.68,75.0,tier1_strict,4,"Tier1, StableFormula"
6777,Tl1Sr2Ca1Cu2O6.61,52.0,tier1_strict,4,"Tier1, StableFormula"
6778,Tl1Sr2Ca1Cu2O6.58,43.0,tier1_strict,4,"Tier1, StableFormula"
6779,Tl1Sr2Ca1Cu2O6.52,23.0,tier1_strict,4,"Tier1, StableFormula"
6781,Tl1Sr2Ca0.8Y0.2Cu2O6.82,85.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6782,Tl1Sr2Ca0.7Y0.3Cu2O6.84,87.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6783,Tl1Sr2Ca0.6Y0.4Cu2O6.86,87.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6784,Tl1Sr2Ca0.5Y0.5Cu2O6.89,92.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6785,Tl1Sr2Ca0.4Y0.6Cu2O6.93,92.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6786,Tl1Sr2Ca0.3Y0.7Cu2O6.97,92.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6787,Tl1Sr2Ca0.2Y0.8Cu2O6.97,93.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6788,Tl1Sr2Ca0.1Y0.9Cu2O6.97,87.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6798,Er1Ba2Cu2.82Co0.18O6.74,34.0,tier1_strict,4,"Tier1, StableFormula"
6800,Er0.94Ca0.04Ba2Cu2.82Co0.18O6.76,64.0,tier1_strict,4,"Tier1, StableFormula"
6801,Er0.88Ca0.12Ba2Cu2.28Co0.18O6.93,77.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
6810,Pr1Ba2Cu3O7,91.33333333333331,tier1_strict,7,"Tier1, StableFormula, ReliableMeasurement, HighTc"
6811,Y1Ba1Sr1Cu3O6.91,81.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6812,Y1Ba1Sr1Cu2.975Sn0.025O6.92,77.0,tier1_strict,4,"Tier1, StableFormula"
6814,Y1Ba1Sr1Cu2.9Sn0.1O7,69.1,tier1_strict,4,"Tier1, StableFormula"
6815,Y1Ba1Sr1Cu2.85Sn0.15O7.06,63.8,tier1_strict,4,"Tier1, StableFormula"
6816,Y1Ba1Sr1Cu2.8Sn0.2O7.12,49.8,tier1_strict,4,"Tier1, StableFormula"
6817,Y1Ba1Sr1Cu2.75Sn0.25O7.16,40.9,tier1_strict,4,"Tier1, StableFormula"
6818,Y0.9Ca0.1Ba2Cu3O6.59,68.8,tier1_strict,4,"Tier1, StableFormula"
6819,Y0.9Ca0.1Ba2Cu3O6.72,82.6,tier1_strict,5,"Tier1, StableFormula, HighTc"
6820,Y0.9Ca0.1Ba2Cu3O6.87,85.4,tier1_strict,5,"Tier1, StableFormula, HighTc"
6821,Y0.9Ca0.1Ba2Cu3O6.98,81.8,tier1_strict,5,"Tier1, StableFormula, HighTc"
6829,Y1Ba2Cu3.97Ni0.03O8,70.4,tier1_strict,4,"Tier1, StableFormula"
6831,Y1Ba2Cu3.939Ni0.061O8,63.5,tier1_strict,4,"Tier1, StableFormula"
6833,Y1Ba2Cu3.9Ni0.1O8,52.6,tier1_strict,4,"Tier1, StableFormula"
6834,Y1Ba2Cu3.8Ni0.2O8,21.0,tier1_strict,4,"Tier1, StableFormula"
6836,Y1Ba2Cu3.992Zn0.008O8,70.05,tier1_strict,4,"Tier1, StableFormula"
6839,Y1Ba2Cu3.938Zn0.062O8,47.0,tier1_strict,4,"Tier1, StableFormula"
6852,Sr2Nd0.5Ca0.5Cu2F1O5,70.9,tier1_strict,4,"Tier1, StableFormula"
6853,Sr2Nd0.4Ca0.6Cu2F1O5,75.1,tier1_strict,4,"Tier1, StableFormula"
6854,Sr2Nd0.3Ca0.7Cu2F1O5,73.1,tier1_strict,4,"Tier1, StableFormula"
6855,Sr2Nd0.2Ca0.8Cu2F1O5,86.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6856,Sr2Nd0.1Ca0.9Cu2F1O5,85.8,tier1_strict,5,"Tier1, StableFormula, HighTc"
6857,Sr2Ca1Cu2F1O5,69.1,tier1_strict,4,"Tier1, StableFormula"
6861,Dy1Ba2Cu3O6.9,92.3,tier1_strict,5,"Tier1, StableFormula, HighTc"
6862,Dy0.95Pr0.05Ba2Cu3O6.9,91.4,tier1_strict,5,"Tier1, StableFormula, HighTc"
6863,Dy0.85Pr0.15Ba2Cu3O6.9,77.4,tier1_strict,5,"Tier1, StableFormula, HighTc"
6865,Dy0.7Pr0.3Ba2Cu3O6.9,53.9,tier1_strict,4,"Tier1, StableFormula"
6866,Dy0.6Pr0.4Ba2Cu3O6.9,41.2,tier1_strict,4,"Tier1, StableFormula"
6867,Dy0.5Pr0.5Ba2Cu3O6.9,27.8,tier1_strict,4,"Tier1, StableFormula"
6870,Tl1Sr1.8Ca0.2Yb1Cu2O7,45.0,tier1_strict,4,"Tier1, StableFormula"
6871,Tl1Sr1.7Ca0.3Yb1Cu2O7,55.0,tier1_strict,4,"Tier1, StableFormula"
6872,Tl1Sr1.5Ca0.5Yb1Cu2O7,55.0,tier1_strict,4,"Tier1, StableFormula"
6877,Nd1Ba2Cu3O6.93,91.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
6878,Nd0.95Ca0.025Pr0.025Ba2Cu3O6.95,86.1,tier1_strict,5,"Tier1, StableFormula, HighTc"
6879,Nd0.9Ca0.05Pr0.05Ba2Cu3O6.95,81.4,tier1_strict,5,"Tier1, StableFormula, HighTc"
6880,Nd0.8Ca0.1Pr0.1Ba2Cu3O7.02,70.8,tier1_strict,4,"Tier1, StableFormula"
6882,Bi1.6Pb0.3W0.1Sr2Ca2Cu3Oz,108.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6887,Y1.8Ca0.2Ba4Cu7Oz,78.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6888,Y1.6Ca0.4Ba4Cu7Oz,73.0,tier1_strict,4,"Tier1, StableFormula"
6889,Y1Ca1Ba4Cu7Oz,53.0,tier1_strict,4,"Tier1, StableFormula"
6890,Sr0.4Ca13.6Cu24O41.84,10.0,tier1_strict,4,"Tier1, StableFormula"
6891,Bi4Sr3Ca3Cu4Oz,79.0,tier1_strict,7,"Tier1, StableFormula, ReliableMeasurement, HighTc"
6892,Bi4Sr3Ca3Cu3.975Fe0.025Oz,72.0,tier1_strict,4,"Tier1, StableFormula"
6893,Bi4Sr3Ca3Cu3.95Fe0.05Oz,72.0,tier1_strict,4,"Tier1, StableFormula"
6894,Bi4Sr3Ca3Cu3.9Fe1Oz,66.0,tier1_strict,4,"Tier1, StableFormula"
6895,Bi4Sr3Ca3Cu3.8Fe0.2Oz,60.0,tier1_strict,4,"Tier1, StableFormula"
6896,Bi4Sr3Ca3Cu3.7Fe0.3Oz,57.0,tier1_strict,4,"Tier1, StableFormula"
6897,Bi4Sr3Ca3Cu3.975Cr0.025Oz,78.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6898,Bi4Sr3Ca3Cu3.95Cr0.05Oz,76.0,tier1_strict,4,"Tier1, StableFormula"
6899,Bi4Sr3Ca3Cu3.9Cr0.1Oz,74.0,tier1_strict,4,"Tier1, StableFormula"
6900,Bi4Sr3Ca3Cu3.8Cr0.2Oz,69.0,tier1_strict,4,"Tier1, StableFormula"
6901,Bi4Sr3Ca3Cu3.975Mn0.025Oz,78.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6902,Bi4Sr3Ca3Cu3.95Mn0.05Oz,76.0,tier1_strict,4,"Tier1, StableFormula"
6903,Bi4Sr3Ca3Cu3.9Mn0.1Oz,74.0,tier1_strict,4,"Tier1, StableFormula"
6904,Bi4Sr3Ca3Cu3.8Mn0.2Oz,72.0,tier1_strict,4,"Tier1, StableFormula"
6906,La1.8Sr0.2Ca1Cu2O5.96,54.0,tier1_strict,4,"Tier1, StableFormula"
6907,La1.8Sr0.2Ca1Cu2O5.98,60.0,tier1_strict,4,"Tier1, StableFormula"
6908,Sr2Cu1C0.96B0.04O5,7.0,tier1_strict,4,"Tier1, StableFormula"
6909,Sr2Cu1C0.95B0.05O5,12.5,tier1_strict,4,"Tier1, StableFormula"
6910,Sr2Cu1C0.94B0.06O5,21.0,tier1_strict,4,"Tier1, StableFormula"
6911,Sr2Cu1C0.93B0.07O5,23.0,tier1_strict,4,"Tier1, StableFormula"
6912,Sr2Cu1C0.92B0.08O5,25.0,tier1_strict,4,"Tier1, StableFormula"
6913,Sr2Cu1C0.91B0.09O5,26.5,tier1_strict,4,"Tier1, StableFormula"
6918,Sr2Cu1C0.82B0.12O5,30.0,tier1_strict,4,"Tier1, StableFormula"
6919,Sr2Cu1C0.86B0.14O5,31.0,tier1_strict,4,"Tier1, StableFormula"
6924,Tl3Cr1Sr8Cu4O20,25.0,tier1_strict,4,"Tier1, StableFormula"
6925,Ca2Nb1O4,8.9,tier1_strict,4,"Tier1, StableFormula"
6926,Ge0.5Cu0.5Sr2Ca1.9Y0.1Cu3O9.3,81.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
6927,Ge0.5Cu0.5Sr2Ca1.8Y0.2Cu3O9.3,77.0,tier1_strict,4,"Tier1, StableFormula"
6928,Ge0.5Cu0.5Sr2Ca1.7Y0.3Cu3O9.3,73.0,tier1_strict,4,"Tier1, StableFormula"
6929,Ge0.4Cu0.6Sr2Ca1.9Y0.1Cu3O9.3,90.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6930,Ge0.4Cu0.6Sr2Ca1.8Y0.2Cu3O9.3,81.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6931,Ge0.4Cu0.6Sr2Ca1.7Y0.3Cu3O9.3,77.0,tier1_strict,4,"Tier1, StableFormula"
6932,Hg1Ba2Cu1O4.025,20.0,tier1_strict,4,"Tier1, StableFormula"
6933,Hg1Ba2Cu1O4.045,73.0,tier1_strict,4,"Tier1, StableFormula"
6934,Hg1Ba2Cu1O4.055,79.1,tier1_strict,7,"Tier1, StableFormula, ReliableMeasurement, HighTc"
6936,Hg1Ba2Cu1O4.085,92.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6940,Hg1Ba2Cu1O4.13,78.5,tier1_strict,4,"Tier1, StableFormula"
6941,Hg1Ba2Cu1O6.932,50.0,tier1_strict,4,"Tier1, StableFormula"
6946,C0.15Cu0.5Ba2Ca2Cu3Oz,77.0,tier1_strict,4,"Tier1, StableFormula"
6948,C0.5Cu0.5Ba2Ca2Cu3Oz,119.0,tier1_strict,7,"Tier1, StableFormula, ReliableMeasurement, HighTc"
6952,Ca1.88Na0.12Cu1Cl2O2,14.133333333333333,tier1_strict,4,"Tier1, StableFormula"
6953,Ca1.84Na0.16Cu1Cl2O2,19.7,tier1_strict,4,"Tier1, StableFormula"
6954,Ca1.76Na0.24Cu1Cl2O2,26.9,tier1_strict,4,"Tier1, StableFormula"
6955,Ca1.7Na0.3Cu1Cl2O2,27.6,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
6956,Ca1.6Na0.4Cu1Cl2O2,27.8,tier1_strict,4,"Tier1, StableFormula"
6957,Ca1.5Na0.5Cu1Cl2O2,28.5,tier1_strict,4,"Tier1, StableFormula"
6959,Bi0.28In0.52Pb0.2Sr2Gd0.6Ca0.4Cu2Oz,20.0,tier1_strict,4,"Tier1, StableFormula"
6960,Bi0.245In0.455Pb0.3Sr2Gd0.6Ca0.4Cu2Oz,55.0,tier1_strict,4,"Tier1, StableFormula"
6961,Bi0.21In0.39Pb0.4Sr2Gd0.6Ca0.4Cu2Oz,57.5,tier1_strict,4,"Tier1, StableFormula"
6962,Bi0.175In0.325Pb0.5Sr2Gd0.6Ca0.4Cu2Oz,57.5,tier1_strict,4,"Tier1, StableFormula"
6981,Hg1Ba2Ca3Cu4O1,115.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6982,Hg1Ba2Ca3Cu4O2,115.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6986,Bi2Sr2Cu1Oz,11.25,tier1_strict,4,"Tier1, StableFormula"
6987,Bi2Sr1.975La0.025Cu1Oz,11.0,tier1_strict,4,"Tier1, StableFormula"
6988,Bi2Sr1.95La0.05Cu1Oz,18.0,tier1_strict,4,"Tier1, StableFormula"
6989,Bi2Sr1.9La0.1Cu1Oz,18.0,tier1_strict,4,"Tier1, StableFormula"
6990,Bi2Sr1.8La0.2Cu1Oz,19.5,tier1_strict,4,"Tier1, StableFormula"
6991,Bi2Sr1.7La0.3Cu1Oz,10.0,tier1_strict,4,"Tier1, StableFormula"
6993,Bi1.85Pb0.35Sr2Ca2Cu3.1Oz,107.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
6995,Nd1.32Sr0.41Ce0.27Cu1O4,24.0,tier1_strict,4,"Tier1, StableFormula"
6997,Pr185Ce0.15Cu1O4,20.0,tier1_strict,4,"Tier1, StableFormula"
6998,Nd2Cu1FO4,22.0,tier1_strict,4,"Tier1, StableFormula"
6999,Bi2Sr2Ca1Cu2O8.25,84.55,tier1_strict,4,"Tier1, StableFormula"
7000,Bi2Sr2Ca1Cu1.99Co0.01Oz,71.26666666666667,tier1_strict,4,"Tier1, StableFormula"
7001,Bi2Sr2Ca1Cu1.98Co0.02Oz,68.53333333333335,tier1_strict,4,"Tier1, StableFormula"
7002,Bi2Sr2Ca1Cu1.96Co0.04Oz,62.96666666666667,tier1_strict,4,"Tier1, StableFormula"
7003,Bi2Sr2Ca1Cu1.92Co0.08Oz,55.1,tier1_strict,4,"Tier1, StableFormula"
7004,Bi2Sr2Ca1Cu1.88Co0.12Oz,46.86666666666667,tier1_strict,4,"Tier1, StableFormula"
7005,Bi2Sr2Ca1Cu1.84Co0.16Oz,37.53333333333334,tier1_strict,4,"Tier1, StableFormula"
7020,Bi2Sr2Ca1Cu2I1Oz,50.7,tier1_strict,4,"Tier1, StableFormula"
7021,Bi2Sr2Ca1Cu1.99Co0.01I1Oz,49.0,tier1_strict,4,"Tier1, StableFormula"
7022,Bi2Sr2Ca1Cu1.98Co0.02I1Oz,46.0,tier1_strict,4,"Tier1, StableFormula"
7023,Bi2Sr2Ca1Cu1.96Co0.04I1Oz,41.5,tier1_strict,4,"Tier1, StableFormula"
7024,Bi2Sr2Ca1Cu1.92Co0.08I0.94Oz,34.9,tier1_strict,4,"Tier1, StableFormula"
7025,Bi2Sr2Ca1Cu1.88Co0.12I0.91Oz,28.4,tier1_strict,4,"Tier1, StableFormula"
7026,Bi2Sr2Ca1Cu1.84Co0.16I0.85Oz,21.1,tier1_strict,4,"Tier1, StableFormula"
7032,Y1Ba2Cu3O6.77,80.39999999999999,tier1_strict,5,"Tier1, StableFormula, HighTc"
7043,Bi1.5Pb0.2Sr2Ca2Cu2.8Sc0.2Oz,109.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7044,Bi1.5Pb0.2Sr2Ca2Cu2.8Ti0.2Oz,106.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7045,Bi1.5Pb0.2Sr2Ca2Cu2.8V0.2Oz,106.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7046,Bi1.5Pb0.2Sr2Ca2Cu2.8Cr0.2Oz,108.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7047,Bi1.5Pb0.2Sr2Ca2Cu2.8Mn0.2Oz,107.6,tier1_strict,5,"Tier1, StableFormula, HighTc"
7048,Bi1.5Pb0.2Sr2Ca2Cu2.8Fe0.2Oz,24.0,tier1_strict,4,"Tier1, StableFormula"
7050,Bi1.5Pb0.2Sr2Ca2Cu2.8Ni0.2Oz,54.0,tier1_strict,4,"Tier1, StableFormula"
7051,Bi1.5Pb0.2Sr2Ca2Cu2Zn0.2Oz,82.3,tier1_strict,5,"Tier1, StableFormula, HighTc"
7052,Hg0.7Cr0.3Sr2Cu1O4.6,53.0,tier1_strict,4,"Tier1, StableFormula"
7053,Bi1.6Pb0.4Sr2Ca2Cu3O10.11,105.3,tier1_strict,5,"Tier1, StableFormula, HighTc"
7054,Bi1.6Pb0.35V0.05Sr2Ca2Cu3O10.12,103.7,tier1_strict,5,"Tier1, StableFormula, HighTc"
7055,Bi1.6Pb0.3Sr2Ca2Cu3V0.1O10.12,102.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
7057,Bi2Sr1.95Ba0.05Ca1Cu2Oz,82.3,tier1_strict,5,"Tier1, StableFormula, HighTc"
7058,Bi2Sr1.9Ba0.1Ca1Cu2Oz,84.16666666666667,tier1_strict,5,"Tier1, StableFormula, HighTc"
7059,Bi2Sr1.85Ba0.15Ca1Cu2Oz,84.43333333333334,tier2_standard,6,"Tier2, StableFormula, ReliableMeasurement, HighTc"
7072,Y1Ba2Cu2.97Ni0.03S0.03Oz,89.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7073,Y1Ba2Cu2.91Ni0.09S0.09Oz,85.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7074,Y1Ba2Cu2.85Ni0.15S0.15Oz,83.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7075,Y1Ba2Cu2.4Ni0.6S0.6Oz,70.0,tier1_strict,4,"Tier1, StableFormula"
7076,Y1Ba2Cu2.94Fe0.06S0.06Oz,85.9,tier1_strict,5,"Tier1, StableFormula, HighTc"
7077,Y1Ba2Ca2.85Fe0.15S0.15Oz,61.4,tier1_strict,4,"Tier1, StableFormula"
7078,Y1Ba2Ca2.55Fe0.3S0.3Oz,41.0,tier1_strict,4,"Tier1, StableFormula"
7079,Y1Ba2Ca2.55Fe0.45S0.45Oz,24.6,tier1_strict,4,"Tier1, StableFormula"
7080,Y1Ba2Cu1Oz,89.6,tier1_strict,5,"Tier1, StableFormula, HighTc"
7081,Y1Ba2Cu2.97Zn0.03S0.03Oz,77.7,tier1_strict,5,"Tier1, StableFormula, HighTc"
7082,Y1Ba2Cu2.85Zn0.15S0.15Oz,45.7,tier1_strict,4,"Tier1, StableFormula"
7083,Y1Ba2Cu2.7Zn0.3S0.3Oz,35.0,tier1_strict,4,"Tier1, StableFormula"
7085,Bi0.16Pb0.4Sr2Ca2Cu3O10.11,105.3,tier1_strict,5,"Tier1, StableFormula, HighTc"
7086,Bi0.16Pb0.35V0.05Sr2Ca2Cu3O10.12,103.7,tier1_strict,5,"Tier1, StableFormula, HighTc"
7087,Bi0.16Pb0.3V0.1Sr2Ca2Cu3O10.12,102.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
7107,Pb0.5Cd0.5Sr1.8Sm1.6Ce0.6Cu2Oz,35.0,tier1_strict,4,"Tier1, StableFormula"
7108,Pb0.5Cd0.5Sr1.8Eu1.6Ce0.6Cu2Oz,39.0,tier1_strict,4,"Tier1, StableFormula"
