data_number,chemical_formula,tc_kelvin,quality_tier,quality_score,quality_badges
101481,In0.2Si0.8V3,16.2,tier1_strict,4,"Tier1, StableFormula"
101484,In2Sb1Te2,1.06,tier1_strict,4,"Tier1, StableFormula"
101485,In1Sb1Sn1,2.5,tier1_strict,4,"Tier1, StableFormula"
101486,In0.25Sb0.75,4.1,tier1_strict,4,"Tier1, StableFormula"
101489,In0.005Tl0.995,2.418,tier1_strict,4,"Tier1, StableFormula"
101498,In0.012Sn0.988,3.69,tier1_strict,4,"Tier1, StableFormula"
101499,In0.05Sn0.95,3.625,tier1_strict,4,"Tier1, StableFormula"
101501,Ir2Lu1,2.47,tier1_strict,4,"Tier1, StableFormula"
101502,Ir3Lu1,2.89,tier1_strict,4,"Tier1, StableFormula"
101503,Ir3La7,2.27,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101504,Ir2La1,0.48,tier1_strict,4,"Tier1, StableFormula"
101506,Ir5La1,2.13,tier1_strict,4,"Tier1, StableFormula"
101510,In3Y1,0.78,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101511,In1V3,13.9,tier1_strict,4,"Tier1, StableFormula"
101512,In0.1Tl0.9,3.12,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101514,Ir1Mo3Nb1Pt1,5.82,tier1_strict,4,"Tier1, StableFormula"
101515,Ir1Mo3Nb3Pt1,6.13,tier1_strict,4,"Tier1, StableFormula"
101516,Ir0.29Mo0.41Nb0.3,8.7,tier1_strict,4,"Tier1, StableFormula"
101517,Ir1Mo1,5.325,tier1_strict,4,"Tier1, StableFormula"
101519,Ir0.26Mo0.74,6.7,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101522,Ir3Lu7,0.78,tier1_strict,4,"Tier1, StableFormula"
101523,Ir1Lu2,0.84,tier1_strict,4,"Tier1, StableFormula"
101525,Ir0.05Nb3Rh0.95,2.38,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101526,Ir0.02Nb3Rh0.98,2.43,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101530,Ir0.1Nb0.9,2.3,tier1_strict,4,"Tier1, StableFormula"
101531,Ir0.34Nb0.66,2.25,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101532,Ir1Nb3,1.925,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101533,Ir1.05Nb0.95,4.75,tier1_strict,4,"Tier1, StableFormula"
101534,Ir1.15Nb0.85,4.65,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101536,Ir0.3Mo0.4Re0.3,9.5,tier1_strict,4,"Tier1, StableFormula"
101537,Ir1.5O0.5Y1,2.4,tier1_strict,4,"Tier1, StableFormula"
101538,Ir1Os1Y1,2.6,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101539,Ir0.825Ru0.1Os0.075,0.16,tier1_strict,4,"Tier1, StableFormula"
101540,Ir0.73Os0.17Ru0.1,0.34,tier1_strict,4,"Tier1, StableFormula"
101542,Ir0.75Os0.05Rh0.2,0.055,tier1_strict,4,"Tier1, StableFormula"
101543,Ir0.18Os0.47Rh0.35,0.55,tier1_strict,4,"Tier1, StableFormula"
101544,Ir0.75Os0.25,0.4,tier1_strict,4,"Tier1, StableFormula"
101545,Ir0.5Os0.5,1.69,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101546,Ir0.265O0.085Zr0.65,2.3,tier1_strict,4,"Tier1, StableFormula"
101547,Ir0.287O0.14Ti0.573,5.5,tier1_strict,4,"Tier1, StableFormula"
101548,Ir0.984Ni0.016,0.052,tier1_strict,4,"Tier1, StableFormula"
101549,Ir0.2Ru0.05Zr0.75,6.8,tier1_strict,4,"Tier1, StableFormula"
101550,Ir0.125Rh0.125Zr0.75,10.2,tier1_strict,4,"Tier1, StableFormula"
101551,Ir0.05Rh0.04Ti0.91,4.0,tier1_strict,4,"Tier1, StableFormula"
101553,Ir0.98Re0.02,1.7,tier1_strict,4,"Tier1, StableFormula"
101554,Ir0.775Pt0.175Rh0.05,0.032,tier1_strict,4,"Tier1, StableFormula"
101555,Ir0.72Pt0.08Rh0.2,0.03,tier1_strict,4,"Tier1, StableFormula"
101556,Ir0.8Pt0.2,0.046,tier1_strict,4,"Tier1, StableFormula"
101557,Ir0.9Pt0.1,0.066,tier1_strict,4,"Tier1, StableFormula"
101558,Ir0.83Pd0.045Pt0.125,0.037,tier1_strict,4,"Tier1, StableFormula"
101564,Ir2.5Sc1,2.46,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101573,Ir2Th1,6.239999999999999,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101574,Ir3Th1,3.805,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101575,Ir5Th1,3.93,tier1_strict,4,"Tier1, StableFormula"
101576,Ir0.5Te0.5,3.0,tier1_strict,4,"Tier1, StableFormula"
101578,Ir1Te3,1.18,tier1_strict,4,"Tier1, StableFormula"
101581,Ir2Sr1,5.7,tier1_strict,4,"Tier1, StableFormula"
101582,Ir1Sn2,0.7150000000000001,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101583,Ir0.2Si0.05Zr0.75,6.2,tier1_strict,4,"Tier1, StableFormula"
101585,Ir0.33V2.67,1.39,tier1_strict,4,"Tier1, StableFormula"
101592,Ir0.04Ti0.96,1.6,tier1_strict,4,"Tier1, StableFormula"
101593,Ir0.1Ti0.9,4.3,tier1_strict,4,"Tier1, StableFormula"
101594,Ir1Ti3,5.113333333333333,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101595,Ir3Th7,1.52,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101596,Ir1Th1,0.37,tier1_strict,4,"Tier1, StableFormula"
101597,Ir1Zr3,2.13,tier1_strict,4,"Tier1, StableFormula"
101599,Ir1Zr2,7.365,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101600,Ir2Zr1,4.1,tier1_strict,4,"Tier1, StableFormula"
101602,Ir0.7Y0.3,2.16,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101604,Ir2Y3,1.61,tier1_strict,4,"Tier1, StableFormula"
101605,Ir2Y1,1.6350000000000002,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101606,Ir3Y1,3.5,tier1_strict,4,"Tier1, StableFormula"
101607,Ir0.25W0.75,3.82,tier1_strict,4,"Tier1, StableFormula"
101608,Ir0.28W0.72,4.47,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101609,La0.98Lu0.02,4.643,tier1_strict,4,"Tier1, StableFormula"
101610,La0.99Lu0.01,5.595,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101612,K0.3O3Re1,3.6,tier1_strict,4,"Tier1, StableFormula"
101613,K0.28Mo1S2,6.2,tier1_strict,4,"Tier1, StableFormula"
101614,K0.4Mo1S2,6.459999999999999,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101617,K0.5Mo1O3,4.2,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101619,Ir0.25Zr0.75,8.0,tier1_strict,4,"Tier1, StableFormula"
101620,Ir0.1Zr0.9,5.5,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101621,La1Pt2,0.46,tier1_strict,4,"Tier1, StableFormula"
101622,La0.98Pr0.02Ru2,1.92,tier1_strict,4,"Tier1, StableFormula"
101623,La0.99Pr0.01,5.265000000000001,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101624,La1Pb3,4.0825,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101628,La1N1,1.175,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101629,La0.2Mo6.35Pb0.8S8,13.2,tier1_strict,4,"Tier1, StableFormula"
101630,La1Mg2,1.05,tier1_strict,4,"Tier1, StableFormula"
101631,La0.55Lu0.45,2.2,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101632,La0.8Lu0.2,3.4,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101633,La1Si2,2.35,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101634,La5Si3,1.6,tier1_strict,4,"Tier1, StableFormula"
101635,La2.4Se4Y0.6,3.92,tier1_strict,4,"Tier1, StableFormula"
101637,La1Se1,1.02,tier1_strict,4,"Tier1, StableFormula"
101638,La2.4S4Y0.6,4.77,tier1_strict,4,"Tier1, StableFormula"
101639,La3S4,7.654285714285714,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101640,La1S1,0.84,tier1_strict,4,"Tier1, StableFormula"
101641,La1Ru2,3.802666666666666,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101642,La7Rh3,2.5866666666666664,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101643,La1Rh5,1.62,tier1_strict,4,"Tier1, StableFormula"
101644,La1Rh3,2.6,tier1_strict,4,"Tier1, StableFormula"
101645,La0.7Y0.3,1.85,tier1_strict,4,"Tier1, StableFormula"
101646,La0.75Y0.25,2.5,tier1_strict,4,"Tier1, StableFormula"
101647,La0.85Y0.15,3.06,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101648,La0.95Y0.05,5.4,tier1_strict,4,"Tier1, StableFormula"
101649,La1Tl3,1.5666666666666669,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101650,La3Tl1,8.889999999999999,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101653,La0.84Sn3Tm0.16,3.3,tier1_strict,4,"Tier1, StableFormula"
101654,La1Sn3,6.3582857142857145,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101655,La0.06Si1V2.94,15.92,tier1_strict,4,"Tier1, StableFormula"
101656,La0.006Si1V2.994,16.48,tier1_strict,4,"Tier1, StableFormula"
101657,Lu0.275Rh0.725,1.27,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101658,Lu1Rh5,0.49,tier1_strict,4,"Tier1, StableFormula"
101659,Lu1Os2,3.49,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101660,Li1Pb1,7.2,tier1_strict,4,"Tier1, StableFormula"
101661,Li0.3O3W1,2.2,tier1_strict,4,"Tier1, StableFormula"
101662,Li0.4Mo1S2,3.7,tier1_strict,4,"Tier1, StableFormula"
101663,La1Zn1,1.04,tier1_strict,4,"Tier1, StableFormula"
101664,La0.99Y0.01,5.5,tier1_strict,4,"Tier1, StableFormula"
101665,La0.15Y0.85,0.1,tier1_strict,4,"Tier1, StableFormula"
101666,La0.35Y0.65,0.4,tier1_strict,4,"Tier1, StableFormula"
101667,La0.48Y0.52,1.0,tier1_strict,4,"Tier1, StableFormula"
101668,La0.6Y0.4,1.29,tier1_strict,4,"Tier1, StableFormula"
101669,Mg2Zn11,0.88,tier1_strict,4,"Tier1, StableFormula"
101670,Mg1Zn1,0.925,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101671,Mg2Zn3,0.76,tier1_strict,4,"Tier1, StableFormula"
101673,Mg7Zn3,0.28,tier1_strict,4,"Tier1, StableFormula"
101674,Mg0.47Tl0.53,2.75,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101675,Mg0.1Pb0.9,6.61,tier1_strict,4,"Tier1, StableFormula"
101676,Mg2Pb1,5.6,tier1_strict,4,"Tier1, StableFormula"
101677,Mg0.9Mo5.1S6,2.5,tier1_strict,4,"Tier1, StableFormula"
101678,Lu1Se1,0.56,tier1_strict,4,"Tier1, StableFormula"
101679,Lu1S1,1.1,tier1_strict,4,"Tier1, StableFormula"
101680,Lu1Ru2,1.3166666666666669,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101685,Mn0.01Ti0.99,1.2,tier1_strict,4,"Tier1, StableFormula"
101686,Mn0.02Ti0.98,1.9,tier1_strict,4,"Tier1, StableFormula"
101687,Mn0.14Ti0.86,2.55,tier1_strict,4,"Tier1, StableFormula"
101688,Mn0.21Si1V2.79,15.5,tier1_strict,4,"Tier1, StableFormula"
101689,Mn0.03Si1V2.97,16.25,tier1_strict,4,"Tier1, StableFormula"
101690,Mn0.05Rh0.04Ti0.91,2.4,tier1_strict,4,"Tier1, StableFormula"
101691,Mn0.33Ni0.67U6,1.6,tier1_strict,4,"Tier1, StableFormula"
101692,Mn0.67Ni0.33U6,2.7,tier1_strict,4,"Tier1, StableFormula"
101693,Mo0.3Nb0.1Re0.6,10.1,tier1_strict,4,"Tier1, StableFormula"
101694,Mo0.725Nb0.061Re0.187,5.0,tier1_strict,4,"Tier1, StableFormula"
101695,Mo0.02Nb0.98,8.466666666666667,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101696,Mo0.05Nb0.95,7.814999999999999,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101697,Mo0.1Nb0.9,6.55,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101698,Mo0.15Nb0.85,5.483333333333333,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101699,Mo0.2Nb0.8,4.343333333333334,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101700,Mo0.25Nb0.75,3.47,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101701,Mo0.4Nb0.6,0.6,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101702,Mo0.7Nb0.3,0.016,tier1_strict,4,"Tier1, StableFormula"
101703,Mo1Na0.3S2,4.1,tier1_strict,4,"Tier1, StableFormula"
101705,Mo6.35Pb1S8,12.6,tier1_strict,4,"Tier1, StableFormula"
101706,Mo6Pb0.92S7.5,14.6,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101707,Mo5Pb1S7,12.5,tier1_strict,4,"Tier1, StableFormula"
101708,Mo5.1Pb1S6,14.4,tier1_strict,4,"Tier1, StableFormula"
101709,Mo5.1Pb0.9S6,13.2,tier1_strict,4,"Tier1, StableFormula"
101710,Mo0.15Pa0.85,3.08,tier1_strict,4,"Tier1, StableFormula"
101712,Mo3P1,5.984999999999999,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101713,Mo3Os1,11.318,tier2_standard,3,"Tier2, StableFormula"
101714,Mo0.62Os0.38,5.65,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101715,Mo1Os2,5.2,tier1_strict,4,"Tier1, StableFormula"
101716,Mo0.2Nb0.2Re0.6,7.6,tier1_strict,4,"Tier1, StableFormula"
101717,Mo0.55Pt0.05Re0.425,11.25,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101718,Mo0.5Pt0.05Re0.45,5.32,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101719,Mo0.72Pt0.28,5.6,tier1_strict,4,"Tier1, StableFormula"
101720,Mo0.8Pt0.2,4.56,tier1_strict,4,"Tier1, StableFormula"
101721,Mo0.815Pt0.185,4.62,tier1_strict,4,"Tier1, StableFormula"
101722,Mo0.85Pt0.15,8.8,tier1_strict,4,"Tier1, StableFormula"
101723,Mo0.93Pt0.17,2.8,tier1_strict,4,"Tier1, StableFormula"
101724,Mo0.5Pd0.5,3.52,tier1_strict,4,"Tier1, StableFormula"
101725,Mo6.35Pb0.7S8Sn0.36,10.0,tier1_strict,4,"Tier1, StableFormula"
101726,Mo6.35Pb0.9S8Sn0.12,11.0,tier1_strict,4,"Tier1, StableFormula"
101727,Mo6.3Pb1S6Se2,5.4,tier1_strict,4,"Tier1, StableFormula"
101728,Mo6Pb1S7,14.0,tier1_strict,4,"Tier1, StableFormula"
101729,Mo0.42Re0.58,7.375,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101730,Mo3Re1,4.905,tier1_strict,4,"Tier1, StableFormula"
101731,Mo0.5Re0.5,7.325,tier2_standard,3,"Tier2, StableFormula"
101733,Mo0.52Re0.48,11.1,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101734,Mo0.57Re0.43,12.666666666666666,tier2_standard,3,"Tier2, StableFormula"
101735,Mo0.6Re0.4,11.633333333333333,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101736,Mo0.66Re0.34,11.8,tier1_strict,4,"Tier1, StableFormula"
101737,Mo0.815Re0.185,8.27,tier1_strict,4,"Tier1, StableFormula"
101738,Mo0.865Re0.135,6.1,tier1_strict,4,"Tier1, StableFormula"
101739,Mo0.9Re0.1,2.9450000000000003,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101740,Mo1Rb0.3S2,6.25,tier1_strict,4,"Tier1, StableFormula"
101741,Mo0.39Ru0.61,6.9,tier1_strict,4,"Tier1, StableFormula"
101742,Mo1Ru1,10.0,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101743,Mo0.6Ru0.4,7.566666666666666,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101745,Mo0.61Ru0.39,7.18,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101746,Mo0.05Rh0.04Ti0.91,3.3,tier1_strict,4,"Tier1, StableFormula"
101747,Mo0.75Rh0.25,6.6,tier1_strict,4,"Tier1, StableFormula"
101748,Mo1Rh1,1.97,tier1_strict,4,"Tier1, StableFormula"
101749,Mo0.7Re0.3,12.75,tier1_strict,4,"Tier1, StableFormula"
101750,Mo0.23Re0.77,9.25,tier1_strict,4,"Tier1, StableFormula"
101751,Mo0.28Re0.72,6.5,tier1_strict,4,"Tier1, StableFormula"
101752,Mo1Re3,9.89,tier1_strict,4,"Tier1, StableFormula"
101753,Mo3Se4,6.233333333333333,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101755,Mo3Sb4,2.1,tier1_strict,4,"Tier1, StableFormula"
101756,Mo3Sb7,2.8646666666666665,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101757,Mo5S6Zn1,3.1,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101758,Mo1S2Sr0.2,5.6,tier1_strict,4,"Tier1, StableFormula"
101759,Mo3S4Sn0.6,14.2,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101760,Mo5S6Sn1,13.4,tier1_strict,4,"Tier1, StableFormula"
101761,Mo6S7Sn1,13.0,tier1_strict,4,"Tier1, StableFormula"
101762,Mo3S2Se2,3.3,tier1_strict,4,"Tier1, StableFormula"
101763,Mo3S1Se3,3.4,tier1_strict,4,"Tier1, StableFormula"
101764,Mo0.25Ru0.75,2.6,tier1_strict,4,"Tier1, StableFormula"
101765,Mo0.91Ti0.09,2.95,tier1_strict,4,"Tier1, StableFormula"
101766,Mo1Te2,2.1678571428571427,tier2_standard,3,"Tier2, StableFormula"
101767,Mo0.05Tc0.95,10.8,tier1_strict,4,"Tier1, StableFormula"
101768,Mo0.1Tc0.9,13.4,tier1_strict,4,"Tier1, StableFormula"
101769,Mo0.25Tc0.75,15.8,tier1_strict,4,"Tier1, StableFormula"
101770,Mo0.3Tc0.7,12.0,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101771,Mo0.4Tc0.6,14.7,tier1_strict,4,"Tier1, StableFormula"
101772,Mo0.45Tc0.55,14.0,tier1_strict,4,"Tier1, StableFormula"
101773,Mo0.5Tc0.5,14.0,tier1_strict,4,"Tier1, StableFormula"
101774,Mo0.59Si0.41,1.34,tier1_strict,4,"Tier1, StableFormula"
101775,Mo0.77Si0.23,1.7,tier1_strict,4,"Tier1, StableFormula"
101776,Mo3Si1,1.402,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101777,Mo2Zr1,3.42875,tier1_strict,4,"Tier1, StableFormula"
101778,Mo0.15V0.85,2.28,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101779,Mo0.3V0.7,0.76,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101780,Mo0.5V0.5,0.11,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101781,Mo0.006U0.944,1.2,tier1_strict,4,"Tier1, StableFormula"
101782,Mo0.12U0.88,1.85,tier1_strict,4,"Tier1, StableFormula"
101783,Mo0.14U0.86,2.02,tier1_strict,4,"Tier1, StableFormula"
101785,Mo0.22U0.78,2.06,tier1_strict,4,"Tier1, StableFormula"
101786,Mo0.3U0.7,1.97,tier1_strict,4,"Tier1, StableFormula"
101787,Mo0.1Ti0.9,3.25,tier1_strict,4,"Tier1, StableFormula"
101788,Mo0.16Ti0.84,4.202,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101789,N1Nb1,13.733076923076924,tier1_strict,4,"Tier1, StableFormula"
101793,N1Nb2,8.6,tier1_strict,4,"Tier1, StableFormula"
101794,N0.48Nb1,5.5,tier1_strict,4,"Tier1, StableFormula"
101795,N0.8Nb1,8.9,tier1_strict,4,"Tier1, StableFormula"
101796,N0.84Nb1,13.5,tier1_strict,4,"Tier1, StableFormula"
101797,N0.92Nb1,16.5,tier1_strict,4,"Tier1, StableFormula"
101802,N0.99Ti1,4.38,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101803,N1Ti1,5.175000000000001,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101805,N1S1,0.26,tier1_strict,4,"Tier1, StableFormula"
101806,N1Nb0.9V0.1,6.6,tier1_strict,4,"Tier1, StableFormula"
101807,N0.85Nb0.66Ti0.34,17.61,tier1_strict,4,"Tier1, StableFormula"
101808,N0.88Nb0.256Ti0.744,14.72,tier1_strict,4,"Tier1, StableFormula"
101809,N0.9Nb0.114Ti0.886,10.1,tier1_strict,4,"Tier1, StableFormula"
101810,N0.998Nb1O0.002,17.3,tier1_strict,4,"Tier1, StableFormula"
101811,N5Nb4,8.5,tier1_strict,4,"Tier1, StableFormula"
101814,Nb0.6Os0.4,1.84,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101815,Nb0.5Os0.5,2.965,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101816,Nb1Os2,2.592,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101817,Nb3Os1,0.995,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101819,Na0.1Pb0.9,5.93,tier1_strict,4,"Tier1, StableFormula"
101820,Na1Pb3,5.62,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101821,Na0.2O3W1,0.55,tier1_strict,4,"Tier1, StableFormula"
101823,N0.75V1,2.3,tier1_strict,4,"Tier1, StableFormula"
101825,Nb0.5Re0.5,2.9,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101826,Nb0.9Re0.1,4.5,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101828,N0.62Pt0.38,4.21,tier1_strict,4,"Tier1, StableFormula"
101829,Nb0.9Pt0.1,2.5,tier1_strict,4,"Tier1, StableFormula"
101831,Nb0.6Pd0.4,2.035,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101833,Nb0.9Pd0.1,3.42,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101834,Nb3Pb0.15Sn0.85,18.2,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101835,Nb0.67Pb1S3Ta0.33,2.01,tier1_strict,4,"Tier1, StableFormula"
101836,Nb1Pb1S3,2.66,tier1_strict,4,"Tier1, StableFormula"
101837,Nb0.45Rh0.55,3.07,tier1_strict,4,"Tier1, StableFormula"
101838,Nb0.48Rh0.52,3.76,tier1_strict,4,"Tier1, StableFormula"
101839,Nb0.6Rh0.4,4.21,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101840,Nb3Rh1,2.7423333333333333,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101841,Nb0.85Rh0.15,3.0,tier1_strict,4,"Tier1, StableFormula"
101842,Nb0.9Rh0.1,2.8,tier1_strict,4,"Tier1, StableFormula"
101843,Nb0.11Re0.78Ta0.11,8.8,tier1_strict,4,"Tier1, StableFormula"
101844,Nb0.05Re0.75Ta0.2,9.8,tier1_strict,4,"Tier1, StableFormula"
101845,Nb0.29Re0.71,5.609999999999999,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101846,Nb0.38Re0.62,2.4433333333333334,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101847,Nb0.4Re0.6,2.43,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101849,Nb1S3Sn1,2.85,tier1_strict,4,"Tier1, StableFormula"
101852,Nb1Ru3,13.5,tier1_strict,4,"Tier1, StableFormula"
101853,Nb0.4Ru0.6,2.5,tier1_strict,4,"Tier1, StableFormula"
101854,Nb0.6Ru0.4,1.2,tier1_strict,4,"Tier1, StableFormula"
101855,Nb0.8Ru0.2,4.8,tier1_strict,4,"Tier1, StableFormula"
101856,Nb0.9Ru0.1,2.8,tier1_strict,4,"Tier1, StableFormula"
101857,Nb0.925Ru0.075,4.2,tier1_strict,4,"Tier1, StableFormula"
101858,Nb0.05Rh0.04Ti0.91,2.4,tier1_strict,4,"Tier1, StableFormula"
101859,Nb0.45Re0.55,6.2,tier1_strict,4,"Tier1, StableFormula"
101860,Nb0.375Rh0.625,2.7,tier1_strict,4,"Tier1, StableFormula"
101861,Nb3Si1,10.671428571428567,tier2_standard,3,"Tier2, StableFormula"
101862,Nb1Se3Sn1,3.09,tier1_strict,4,"Tier1, StableFormula"
101867,Nb3Se4,1.876,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101868,Nb0.25Sb0.25Ti0.5,2.05,tier1_strict,4,"Tier1, StableFormula"
101869,Nb0.5Sb0.25Ti0.25,3.05,tier1_strict,4,"Tier1, StableFormula"
101870,Nb3Sb0.15Sn0.7Tl0.15,16.04,tier1_strict,4,"Tier1, StableFormula"
101871,Nb5Sb4,8.6,tier1_strict,4,"Tier1, StableFormula"
101872,Nb0.83Sb0.17,1.95,tier1_strict,4,"Tier1, StableFormula"
101873,Nb0.84S0.16,5.6,tier1_strict,4,"Tier1, StableFormula"
101874,Nb0.92Sn0.08,5.6,tier1_strict,4,"Tier1, StableFormula"
101878,Nb0.03Si1V2.97,15.8,tier1_strict,4,"Tier1, StableFormula"
101880,Nb3Si0.06Sn0.94,17.8,tier1_strict,4,"Tier1, StableFormula"
101881,Nb3Si0.25Sn0.75,16.4,tier1_strict,4,"Tier1, StableFormula"
101882,Nb3Si0.27Sn0.73,13.9,tier1_strict,4,"Tier1, StableFormula"
101883,Nb3Si0.5Sn0.5,8.3,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101885,Nb0.69Sn0.25Ta0.06,17.8,tier1_strict,4,"Tier1, StableFormula"
101887,Nb1Sn2,2.64,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101888,Nb0.5Sn0.5,17.705,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101890,Nb6Sn5,2.435,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101891,Nb3Sn2,16.9,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101892,Nb0.72Sn0.28,18.2,tier1_strict,4,"Tier1, StableFormula"
101893,Nb0.76Sn0.74,18.1,tier1_strict,4,"Tier1, StableFormula"
101894,Nb0.8Sn0.2,15.37,tier1_strict,4,"Tier1, StableFormula"
101897,Nb0.991Ta0.009,8.87,tier1_strict,4,"Tier1, StableFormula"
101898,Nb0.75Sn0.125Zr0.125,16.7,tier1_strict,4,"Tier1, StableFormula"
101901,Nb0.5Sn0.25V0.25,9.8,tier1_strict,4,"Tier1, StableFormula"
101902,Nb0.625Sn0.25V0.125,14.2,tier1_strict,4,"Tier1, StableFormula"
101903,Nb3Sn0.85Tl0.15,18.2,tier1_strict,4,"Tier1, StableFormula"
